hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,,,,,,,,,,,,,,
Handleyomys_alfaroi,RODENTIA,CRICETIDAE,Handleyomys,alfaroi,Terrestrial,wild,2,1,0,0,15585,"(J.A. Allen, 1891)",Oryzomys alfaroi,Alfaro's Rice Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Handleyomys_fuscatus,RODENTIA,CRICETIDAE,Handleyomys,fuscatus,Terrestrial,wild,2,0,0,1,547,"(J.A. Allen, 1912)",Aepeomys fuscatus,Dusky Montane Mouse,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Heliosciurus_rufobrachium,RODENTIA,SCIURIDAE,Heliosciurus,rufobrachium,Terrestrial,wild,29,8,0,1,9833,"(Waterhouse, 1842)",NA,"Crab-eating Mongoose, Isabelline Red-legged Sun Squirrel, Red-legged Sun Squirrel",H_liosciure è Pattes Rousses,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Herpestes_sanguineus,CARNIVORA,HERPESTIDAE,Herpestes,sanguineus,Terrestrial,wild,31,5,0,0,41606,"(R_ppell, 1835)",Galerella sanguinea  |Galerella swalius  |Herpestes swalius  |Herpestes swalius,Slender Mongoose,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Heteromys_anomalus,RODENTIA,HETEROMYIDAE,Heteromys,anomalus,Terrestrial,wild,38,15,0,1,10004,"(Thompson, 1815)",NA,"Caribbean Spiny Pocket Mouse, Trinidad Spiny Pocket Mouse",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_abae,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,abae,Terrestrial,wild,10,4,0,1,10109,"J.A. Allen, 1917",NA,Aba Roundleaf Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_armiger,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,armiger,Terrestrial,wild,67,20,1,1,10110,"(Hodgson, 1835)",Rhinolophus armiger,"Great Himalayan Leaf-nosed Bat, Great Leaf-nosed Bat, Great Roundleaf Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_bicolor,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,bicolor,Terrestrial,wild,54,13,0,0,10113,"(Temminck, 1834)",NA,"Bicolored Leaf-nosed Bat, Bicolored Roundleaf Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Hipposideros_caffer,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,caffer,Terrestrial,wild,67,12,0,0,10115,"(Sundevall, 1846)",NA,Sundevall's Roundleaf Bat,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Hipposideros_cineraceus,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,cineraceus,Terrestrial,wild,20,2,0,0,10119,"Blyth, 1853",Hipposideros cineraceus subspecies micropus|Phyllorhina micropus,"Ashy Roundleaf Bat, Least Leaf-nosed Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_diadema,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,diadema,Terrestrial,wild,54,8,0,1,10128,"Geoffroy, 1813",Hipposideros nicobarensis  |Phyllorhina nicobarensis  |Rhinolophus diadema,"Diadem Horseshoe-bat, Diadem Leafnosed-bat, Diadem Leaf-nosed Bat, Diadem Roundleaf Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_lankadiva,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,lankadiva,Terrestrial,wild,37,5,1,0,10142,"Kelaart, 1850",Hipposideros indus  |Hipposideros indus subspecies mixtus|Hipposideros indus subspecies unitus|Hipposideros lankadiva subspecies mixtus|Hipposideros lankadiva subspecies unitus|Hipposideros schistaceus,"Indian Leaf-nosed Bat, Indian Roundleaf Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_larvatus,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,larvatus,Terrestrial,wild,47,7,0,1,10143,"(Horsfield, 1823)",Phyllorhina leptophylla  |Rhinolophus larvatus,"Horsfield's Leaf-nosed Bat, Intermediate Leaf-nosed Bat, Intermediate Roundleaf Bat, Intermediat Roundleaf Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_pomona,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,pomona,Terrestrial,wild,26,5,1,1,10154,"K. Andersen, 1918",NA,"Andersen's Leaf-nosed Bat, Pomona Leaf-nosed Bat, Pomona Roundleaf Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hipposideros_speoris,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,speoris,Terrestrial,wild,99,7,1,0,10162,"(Schneider, 1800)",Hipposideros apiculatus  |Hipposideros aureus  |Hipposideros blythi  |Hipposideros penicillatus  |Hipposideros speoris subspecies pulchellus|Hipposideros templetonii  |Rhinolophus dukhunensis  |Vespertilio speoris,"Schneiders Leaf-nosed Bat, Schneider's Roundleaf Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Hippotragus_equinus,CETARTIODACTYLA,BOVIDAE,Hippotragus,equinus,Terrestrial,wild,175,46,1,0,10167,"(_. Geoofroy Saint-Hilaire, 1803)",NA,Roan Antelope,"Antilope Chevaline, Antilope Rouane, Hippotrague",NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Hippotragus_niger,CETARTIODACTYLA,BOVIDAE,Hippotragus,niger,Terrestrial,wild,179,32,1,0,10170,"(Harris, 1838)",NA,"Giant Sable Antelope, Sable Antelope","Hippotrague G_ant De L'Angola, Hippotrague Noir G_ant",Antêlope Sable Negro,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Histiotus_montanus,CHIROPTERA,VESPERTILIONIDAE,Histiotus,montanus,Terrestrial,wild,20,5,0,1,10202,"(Philippi & Landbeck, 1861)",NA,Small Big-eared Brown Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Histiotus_velatus,CHIROPTERA,VESPERTILIONIDAE,Histiotus,velatus,Terrestrial,wild,17,7,1,1,10203,"(I. Geoffroy, 1824)",NA,Tropical Big-eared Brown Bat,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Holochilus_sciureus,RODENTIA,CRICETIDAE,Holochilus,sciureus,Terrestrial,wild,27,5,0,0,10220,"Wagner, 1842",NA,Marsh Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Homo_sapiens,PRIMATES,HOMINIDAE,Homo,sapiens,Terrestrial,human,1099,91,0,1,136584,"Linnaeus, 1758",NA,Human,NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Hoplomys_gymnurus,RODENTIA,ECHIMYIDAE,Hoplomys,gymnurus,Terrestrial,wild,16,3,0,0,10259,"(Thomas, 1897)",NA,Armored Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Hydrochoerus_hydrochaeris,RODENTIA,CAVIIDAE,Hydrochoerus,hydrochaeris,Terrestrial,domestic,208,61,1,1,10300,"(Linnaeus, 1766)",Hydrochaeris hydrochaeris,Capybara,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hydromys_chrysogaster,RODENTIA,MURIDAE,Hydromys,chrysogaster,Terrestrial,wild,111,42,0,0,10310,"_. Geoffroy, 1804",NA,"Common Water Rat, Golden-bellied Water Rat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hylaeamys_laticeps,RODENTIA,CRICETIDAE,Hylaeamys,laticeps,Terrestrial,wild,1,0,0,0,29404,"(Lund, 1840)",Oryzomys laticeps  |Oryzomys seuanezi,Large-headed Rice Rat,NA,NA,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Hylaeamys_megacephalus,RODENTIA,CRICETIDAE,Hylaeamys,megacephalus,Terrestrial,wild,4,1,0,1,29403,"(Fischer, 1814)",Oryzomys capito  |Oryzomys megacephalus  |Oryzomys goeldi,NA,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hylobates_lar,PRIMATES,HYLOBATIDAE,Hylobates,lar,Terrestrial,wild,527,74,1,0,10548,"(Linneaus, 1771)",Hylobates albimana  |Hylobates longimana  |Hylobates variegates  |Hylobates varius,"Common Gibbon, Lar Gibbon, White-handed Gibbon","Gibbon è Mains Blanches, Gibbon Lar",Gib_n De Manos Blancas,EN,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Hylobates_moloch,PRIMATES,HYLOBATIDAE,Hylobates,moloch,Terrestrial,wild,69,6,1,0,10550,"(Audebert, 1798)",Hylobates cinera  |Hylobates javanicus  |Hylobates leucisca  |Hylobates pongoalsoni,"Javan Gibbon, Moloch Gibbon, Owa Jawa, Silvery Gibbon, Silvery Javan Gibbon",Gibbon Cendr_,Gib_n Ceniciento,EN,C2a(i),3.1,2008,decreasing,,,,,,,,,,,,,,
Hylobates_pileatus,PRIMATES,HYLOBATIDAE,Hylobates,pileatus,Terrestrial,wild,72,10,1,0,10552,"(Gray, 1861)",NA,"Capped Gibbon, Crowned Gibbon, Pileated Gibbon",NA,Gib_n De Cresta Negra,EN,A4cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Hypsignathus_monstrosus,CHIROPTERA,PTEROPODIDAE,Hypsignathus,monstrosus,Terrestrial,wild,48,14,1,0,10734,"H. Allen, 1861",NA,Hammer-headed Fruit Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Hystrix_africaeaustralis,RODENTIA,HYSTRICIDAE,Hystrix,africaeaustralis,Terrestrial,wild,58,5,0,1,10748,"Peters, 1852",NA,Cape Porcupine,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Ichneumia_albicauda,CARNIVORA,HERPESTIDAE,Ichneumia,albicauda,Terrestrial,wild,34,5,0,1,41620,"(G.[Baron] Cuvier, 1829)",NA,White-tailed Mongoose,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Isoodon_macrourus,PERAMELEMORPHIA,PERAMELIDAE,Isoodon,macrourus,Terrestrial,wild,200,35,1,1,40552,"(Gould, 1842)",NA,Northern Brown Bandicoot,P_ramèle è Grosse Queue,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Kobus_ellipsiprymnus,CETARTIODACTYLA,BOVIDAE,Kobus,ellipsiprymnus,Terrestrial,wild,122,25,1,0,11035,"(Ogilbyi, 1833)",NA,Waterbuck,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lagothrix_lagotricha,PRIMATES,ATELIDAE,Lagothrix,lagotricha,Terrestrial,wild,93,21,1,0,11175,"(Humboldt, 1812)",Lagothrix lagothricha,"Common Woolly Monkey, Humboldt's Woolly Monkey, Woolly Monkey","Lagothriche De Humboldt, Singe Laineux","Macaco Barrigudo, Mono Barrigudo, Mono Caparro, Mono Lanudo Com_n",VU,A3cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Lama_glama,CETARTIODACTYLA,CAMELIDAE,Lama,glama,Terrestrial,domestic,556,269,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Lama_pacos,CETARTIODACTYLA,CAMELIDAE,Lama,pacos,Terrestrial,domestic,406,182,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Lasionycteris_noctivagans,CHIROPTERA,VESPERTILIONIDAE,Lasionycteris,noctivagans,Terrestrial,wild,209,25,0,1,11339,"(La Conte, 1831)",NA,Silver-haired Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lasiurus_blossevillii,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,blossevillii,Terrestrial,wild,19,3,0,1,11346,"(Lesson & Garnot, 1826)",NA,Red Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_borealis,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,borealis,Terrestrial,wild,298,30,0,1,11347,"(M_ller, 1776)",NA,"Eastern Red Bat, Red Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lasiurus_cinereus,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,cinereus,Terrestrial,wild,306,31,0,1,11345,"(Palisot de Beauvois, 1796)",NA,"Hawaiian Hoary Bat, Hoary Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_ega,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,ega,Terrestrial,wild,46,9,0,1,11350,"(Gervais, 1856)",NA,Southern Yellow Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_egregius,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,egregius,Terrestrial,wild,4,0,0,0,11351,"(Peters, 1870)",NA,Big Red Bat,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_intermedius,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,intermedius,Terrestrial,wild,36,3,0,0,11352,"H. Allen, 1862",NA,Northern Yellow Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_seminolus,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,seminolus,Terrestrial,wild,62,0,0,0,11353,"(Rhoads, 1895)",NA,Seminole Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lasiurus_xanthinus,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,xanthinus,Terrestrial,wild,19,2,1,1,41532,"Thomas, 1897",NA,Western Yellow Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lemmus_lemmus,RODENTIA,CRICETIDAE,Lemmus,lemmus,Terrestrial,wild,233,27,0,0,11481,"(Linnaeus, 1758)",NA,Norway Lemming,"Lemming Des Toundras, LEMMING DES TOUNDRAS","Leming De Tundra, LEMING DE TUNDRA",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lemmus_sibiricus,RODENTIA,CRICETIDAE,Lemmus,sibiricus,Terrestrial,wild,202,27,0,0,11482,"(Kerr, 1792)",NA,"Brown Lemming, BROWN LEMMING, Siberian Brown Lemming, SIBERIAN BROWN LEMMING",NA,"Leming De Siberia, LEMING DE SIBERIA",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lemniscomys_rosalia,RODENTIA,MURIDAE,Lemniscomys,rosalia,Terrestrial,wild,14,1,0,0,11493,"(Thomas, 1904)",NA,"Single-striped Grass Mouse, Single-striped Lemniscomys",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lemniscomys_striatus,RODENTIA,MURIDAE,Lemniscomys,striatus,Terrestrial,wild,99,34,0,1,11495,"(Linnaeus, 1758)",NA,"Typical Lemniscomys, Typical Striped Grass Mouse",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Lemur_catta,PRIMATES,LEMURIDAE,Lemur,catta,Terrestrial,wild,543,67,1,0,11496,"Linnaeus, 1758",NA,Ring-tailed Lemur,"L_mur Catta, Maki Catta",Lemur Colianillado,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Leontopithecus_chrysomelas,PRIMATES,CALLITRICHIDAE,Leontopithecus,chrysomelas,Terrestrial,wild,127,19,1,1,40643,"(Kuhl, 1820)",Leontopithecus chrysomela,Golden-headed Lion Tamarin,NA,Tamarino Le_n De Cabeza Dorada,EN,A2c,3.1,2008,decreasing,,,,,,,,,,,,,,
Leopardus_geoffroyi,CARNIVORA,FELIDAE,Leopardus,geoffroyi,Terrestrial,wild,33,9,1,0,15310,"(d'Orbigny & Gervais, 1844)",Oncifelis geoffroyi,Geoffroy's Cat,Chat De Geoffroy,"Gato De Mato, Gato Mont_s Com_n",NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Leopardus_pardalis,CARNIVORA,FELIDAE,Leopardus,pardalis,Terrestrial,wild,192,41,1,0,11509,"(Linnaeus, 1758)",NA,Ocelot,NA,"Gato Onza, Manigordo, Ocelote, Tigrillo",LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Leptonychotes_weddellii,CARNIVORA,PHOCIDAE,Leptonychotes,weddellii,Marine,wild,202,9,1,0,11696,"(Lesson, 1826)",NA,Weddell Seal,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Leptonycteris_curasoae,CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris,curasoae,Terrestrial,wild,90,4,1,0,11699,"Miller, 1900",NA,"Curaçaoan Long-nosed Bat, Southern Long-nosed Bat",NA,NA,VU,A2c,3.1,2008,decreasing,,,,,,,,,,,,,,
Leptonycteris_nivalis,CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris,nivalis,Terrestrial,wild,50,12,1,0,11697,"(Saussure, 1860)",NA,"Greater Long-nosed Bat, Mexican Long-nosed Bat",NA,NA,EN,A2c,3.1,2008,decreasing,,,,,,,,,,,,,,
Lepus_americanus,LAGOMORPHA,LEPORIDAE,Lepus,americanus,Terrestrial,wild,731,87,0,1,41273,"Erxleben, 1777",NA,"Snowshoe Hare, Snowshoe Rabbit, Varying Hare",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lepus_californicus,LAGOMORPHA,LEPORIDAE,Lepus,californicus,Terrestrial,wild,280,45,1,1,41276,"Gray, 1837",NA,Black-tailed Jackrabbit,NA,Liebre De Cola Negra,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lepus_capensis,LAGOMORPHA,LEPORIDAE,Lepus,capensis,Terrestrial,wild,293,64,1,1,41277,"Linnaeus, 1758",NA,"Arabian Hare, Brown Hare, Cape Hare, Desert Hare","Lievre Du Cap, LI_VRE DU CAP",LIEBRE DEL CABO,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lepus_europaeus,LAGOMORPHA,LEPORIDAE,Lepus,europaeus,Terrestrial,wild,1476,353,0,1,41280,"Pallas, 1778",NA,"Brown Hare, European Brown Hare, European Hare",Lièvre D'Europe,Liebre Europea,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lepus_saxatilis,LAGOMORPHA,LEPORIDAE,Lepus,saxatilis,Terrestrial,wild,45,18,1,1,41285,"F. Cuvier, 1823",NA,"Savannah Hare, Scrub Hare",Lievre De Rochers,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lepus_timidus,LAGOMORPHA,LEPORIDAE,Lepus,timidus,Terrestrial,wild,638,118,0,1,11791,"Linnaeus, 1758",NA,"Arctic Hare, Mountain Hare",Lièvre Variable,Liebre Variable,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Liomys_adspersus,RODENTIA,HETEROMYIDAE,Liomys,adspersus,Terrestrial,wild,11,4,0,0,12073,"(Peters, 1874)",NA,Panamanian Spiny Pocket Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lobodon_carcinophaga,CARNIVORA,PHOCIDAE,Lobodon,carcinophaga,Marine,wild,41,2,1,0,12246,"(Hombron & Jacquinot, 1842)",Lobodon carcinophagus,Crabeater Seal,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lonchophylla_robusta,CHIROPTERA,PHYLLOSTOMIDAE,Lonchophylla,robusta,Terrestrial,wild,22,4,0,1,12268,"Miller, 1912",NA,Orange Nectar Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lontra_canadensis,CARNIVORA,MUSTELIDAE,Lontra,canadensis,Terrestrial,wild,139,20,1,0,12302,"(Schreber, 1777)",NA,"North American Otter, North American River Otter, Northern River Otter",Loutre Du Canada,"Nutria De Canad_, Nutria Norteamericana",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lophocebus_albigena,PRIMATES,CERCOPITHECIDAE,Lophocebus,albigena,Terrestrial,wild,68,4,1,0,12309,"(Gray, 1850)",Lophocebus albigena subspecies johnstoni|Lophocebus albigena subspecies osmani|Lophocebus albigena subspecies zenkeri,"Gray-cheeked Mangabey, Grey-cheeked Mangabey, White-cheeked Mangabey",NA,Mangabey De Mejillas Grises,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lophostoma_silvicolum,CHIROPTERA,PHYLLOSTOMIDAE,Lophostoma,silvicolum,Terrestrial,wild,16,3,0,0,21988,"d'Orbigny, 1836",Tonatia silvicola,White-throated Round-eared Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lophuromys_flavopunctatus,RODENTIA,MURIDAE,Lophuromys,flavopunctatus,Terrestrial,wild,55,9,0,0,12353,"Thomas, 1888",Lophuromys aquilus  |Lophuromys brunneus  |Lophuromys dudui  |Lophuromys verhageni  |Lophuromys zena,Yellow-spotted Brush-furred Rat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Lophuromys_sikapusi,RODENTIA,MURIDAE,Lophuromys,sikapusi,Terrestrial,wild,51,16,0,1,12356,"(Temminck, 1853)",Lophuromys angolensis  |Lophuromys ansorgei,Rusty-bellied Brush-furred Rat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Loxodonta_africana,PROBOSCIDEA,ELEPHANTIDAE,Loxodonta,africana,Terrestrial,wild,2633,237,1,1,12392,"(Blumenbach, 1797)",Loxodonta cyclotis,African Elephant,"_l_phant Africain, _l_phant d'Afrique",Elefante Africano,VU,A2a,3.1,2008,increasing,,,,,,,,,,,,,,
Loxodontomys_micropus,RODENTIA,CRICETIDAE,Loxodontomys,micropus,Terrestrial,wild,19,4,0,0,2396,"(Waterhouse, 1837)",Auliscomys micropus,"Southern Big-eared Mouse, Southern Pericote",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lutra_lutra,CARNIVORA,MUSTELIDAE,Lutra,lutra,Terrestrial,wild,2215,97,1,0,12419,"(Linnaeus, 1758)",Lutra nippon  |Lutra nippon  |Lutra nippon,"Common Otter, Eurasian Otter, European Otter, European River Otter, Old World Otter","Loutre Commune, Loutre De Rivière, Loutre D'Europe","NUTRIA, Nutria Com_n",NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Lycaon_pictus,CARNIVORA,CANIDAE,Lycaon,pictus,Terrestrial,wild,440,78,1,0,12436,"(Temminck, 1820)",NA,"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog","Cynhyene, Loup-peint, Lycaon",Licaon,EN,C2a(i),3.1,2012,decreasing,,,,,,,,,,,,,,
Lynx_lynx,CARNIVORA,FELIDAE,Lynx,lynx,Terrestrial,wild,1167,115,1,0,12519,"(Linnaeus, 1758)",NA,Eurasian Lynx,"Lynx, Lynx Bor_al","Lince, Lince Boreal, LINCE BOREAL",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Lynx_pardinus,CARNIVORA,FELIDAE,Lynx,pardinus,Terrestrial,wild,193,47,1,0,12520,"(Temminck, 1827)",NA,"Iberian Lynx, Pardel Lynx, Spanish Lynx","Lynx d'Espagne, Lynx pardelle",Lince Ib_rico,CR,C2a(i),3.1,2008,decreasing,,,,,,,,,,,,,,
Lynx_rufus,CARNIVORA,FELIDAE,Lynx,rufus,Terrestrial,wild,578,107,1,0,12521,"(Schreber, 1777)",NA,"Bay Lynx, Bobcat","Chat Sauvage, Lynx Roux","Gato Mont_s, Lince, Lince Rojo",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macaca_arctoides,PRIMATES,CERCOPITHECIDAE,Macaca,arctoides,Terrestrial,wild,456,53,1,0,12548,"(I. Geoffroy, 1831)",Macaca brunneus  |Macaca harmandi  |Macaca melanotus  |Macaca melli  |Macaca rufescens  |Macaca speciosus  |Macaca ursinus,"Bear Macaque, Stump-tailed Macaque, Stumptail Macaque",Macaque Brun,Macaca Ursin,VU,A3cd+4cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_cyclopis,PRIMATES,CERCOPITHECIDAE,Macaca,cyclopis,Terrestrial,wild,161,40,0,1,12550,"(Swinhoe, 1863)",Macaca affinis,"Formosan Rock Macaque, Taiwanese Macaque, Taiwan Macaque",Macaque De Formose,Macaca De Formosa,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macaca_fascicularis,PRIMATES,CERCOPITHECIDAE,Macaca,fascicularis,Terrestrial,wild,1084,190,1,1,12551,"(Raffles, 1821)",NA,"Crab-eating Macaque, Cynomolgus Monkey, Long-tailed Macaque","Macaque Crabier, Macaque De Buffon",Macaca Cangrejera,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_fuscata,PRIMATES,CERCOPITHECIDAE,Macaca,fuscata,Terrestrial,wild,1339,87,1,0,12552,"(Blyth, 1875)",NA,Japanese Macaque,"Macaque è Face Rouge, Macaque Japonais",Macaca Japonesa,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macaca_maura,PRIMATES,CERCOPITHECIDAE,Macaca,maura,Terrestrial,wild,25,2,1,0,12553,"(H.R. Schinz, 1825)",Macaca cuvieri  |Macaca fusco-ater  |Macaca hypomelas  |Macaca inornatus  |Macaca majuscula,"Celebes Macaque, Moor Macaque",Macaque Maure,Macaca Mora,EN,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_mulatta,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,Terrestrial,wild,2471,386,1,1,12554,"(Zimmermann, 1780)",Macaca brachyurus  |Macaca brevicaudatus  |Macaca erythraea  |Macaca fulvus  |Macaca lasiotus  |Macaca littoralis  |Macaca mcmahoni  |Macaca nipalensis  |Macaca oinops  |Macaca rhesus  |Macaca sancti-johannis  |Macaca siamica  |Macaca tcheliensis  |Macaca vestita  |Macaca villosa,"Rhesus Macaque, Rhesus Monkey",Macaque Rh_sus,Mono Resus,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Macaca_nemestrina,PRIMATES,CERCOPITHECIDAE,Macaca,nemestrina,Terrestrial,wild,834,95,1,1,12555,"(Linnaeus, 1766)",Macaca brachyurus  |Macaca broca  |Macaca carpolegus  |Macaca fusca  |Macaca libidinosus  |Macaca longicruris  |Macaca maimon  |Macaca nucifera  |Macaca platypygos,"Pig-tailed Macaque, Pigtail Macaque, Southern Pig-tailed Macaque, Sundaland Pigtail Macaque, Sunda Pig-tailed Macaque",Macaque è Queue De Cochon,Macaca Cola De Cerdo,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_nigra,PRIMATES,CERCOPITHECIDAE,Macaca,nigra,Terrestrial,wild,104,15,1,1,12556,"(Desmarest, 1822)",Macaca lembicus  |Macaca malayanus,"Black Crested Macaque, Celebes Black Macaque, Celebes Crested Macaque, Celebes Macaque, Crested Black Macaque, Gorontalo Macaque, Sulawesi Black Macaque, Sulawesi Macaque","Cynopithèque Nègre, Macaque Des C_lèbes",Macaca Negra,CR,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
