hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,,,,,,,,,,,,,,
Cabassous_centralis,CINGULATA,DASYPODIDAE,Cabassous,centralis,Terrestrial,wild,13,2,0,0,3412,"(Miller, 1899)",NA,Northern Naked-tailed Armadillo,Tatou,"Armadillo Cola de Trapo, Armadillo de Cola Desnuda de Centro Am_rica, Tat_ de Rabo Molle",DD,NA,3.1,2010,unknown,,,,,,,,,,,,,,
Callithrix_geoffroyi,PRIMATES,CALLITRICHIDAE,Callithrix,geoffroyi,Terrestrial,wild,103,19,0,0,3572,"(_. Geoffroy in Humboldt, 1812)",NA,"Geoffroy's Marmoset, Geoffroy's Tufted-ear Marmoset, Geoffroys Tufted-ear Marmoset, White-faced Marmoset, White-fronted Marmoset",NA,Titê De Caba Blanca,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Callithrix_jacchus,PRIMATES,CALLITRICHIDAE,Callithrix,jacchus,Terrestrial,wild,1136,154,1,0,41518,"(Linnaeus, 1758)",NA,"Common Marmoset, White-tufted-ear Marmoset",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Calomys_callosus,RODENTIA,CRICETIDAE,Calomys,callosus,Terrestrial,wild,121,65,0,1,3611,"(Rengger, 1830)",NA,Large Vesper Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Calomys_laucha,RODENTIA,CRICETIDAE,Calomys,laucha,Terrestrial,wild,93,19,0,1,3613,"(Fischer, 1814)",NA,Small Vesper Mouse,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Calomys_musculinus,RODENTIA,CRICETIDAE,Calomys,musculinus,Terrestrial,wild,133,35,0,1,3615,"(Thomas, 1913)",NA,Drylands Vesper Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Calomys_tener,RODENTIA,CRICETIDAE,Calomys,tener,Terrestrial,wild,26,3,0,1,3617,"(Winge, 1887)",NA,Delicate Vesper Mouse,NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Caluromys_derbianus,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,derbianus,Terrestrial,wild,23,2,0,1,3650,"Waterhouse, 1841",NA,Central American Woolly Opossum,Opossum De Derby,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Caluromys_philander,DIDELPHIMORPHIA,DIDELPHIDAE,Caluromys,philander,Terrestrial,wild,104,14,0,1,3649,"Linnaeus, 1758",NA,Bare-tailed Woolly Opossum,Opossum Laineux Jaune,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Camelus_bactrianus,CETARTIODACTYLA,CAMELIDAE,Camelus,bactrianus,Terrestrial,domestic,260,73,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Camelus_dromedarius,CETARTIODACTYLA,CAMELIDAE,Camelus,dromedarius,Terrestrial,domestic,1262,364,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Canis_adustus,CARNIVORA,CANIDAE,Canis,adustus,Terrestrial,wild,72,26,1,1,3753,"Sundevall, 1847",NA,Side-striped Jackal,Le Chacal è Flancs Ray_s,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Canis_aureus,CARNIVORA,CANIDAE,Canis,aureus,Terrestrial,wild,366,81,0,1,3744,"Linnaeus, 1758",NA,"Asiatic Jackal, Common Jackal, Golden Jackal","Chacal Commun, Chacal Dor_, Le Chacal Commun","Chacal, CHACAL",LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Canis_familiaris,CARNIVORA,CANIDAE,Canis,familiaris,Terrestrial,domestic,3446,2173,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Canis_latrans,CARNIVORA,CANIDAE,Canis,latrans,Terrestrial,wild,1817,358,0,1,3745,"Say, 1823",NA,"American Jackal, Brush Wolf, Coyote, Prairie Wolf",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Canis_lupus,CARNIVORA,CANIDAE,Canis,lupus,Terrestrial,wild,3742,345,1,1,3746,"Linnaeus, 1758",NA,"Arctic Wolf, Common Wolf, Gray Wolf, Grey Wolf, Mexican Wolf, Plains Wolf, Timber Wolf, Tundra Wolf, Wolf","Loup, Loup Gris, Loup Vulgaire","Lobo, Lobo",LC,NA,3.1,2010,stable,,,,,,,,,,,,,,
Canis_mesomelas,CARNIVORA,CANIDAE,Canis,mesomelas,Terrestrial,wild,200,39,1,1,3755,"Schreber, 1775",NA,"Black-backed Jackal, Chacal è Chabraque, Silver-backed Jackal",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Canis_simensis,CARNIVORA,CANIDAE,Canis,simensis,Terrestrial,wild,69,16,1,0,3748,"R_ppell, 1840",NA,"Ethiopian Wolf, Simien Fox, Simien Jackal",Loup D'Abyssinie,Lobo Etiope,EN,"B1ab(iii,v); C1+2a(i); D",3.1,2011,decreasing,,,,,,,,,,,,,,
Capra_aegagrus,CETARTIODACTYLA,BOVIDAE,Capra,aegagrus,Terrestrial,wild,196,30,1,0,3786,"Erxleben, 1777",NA,"Bezoar, Wild Goat",Chèvre _gagre,NA,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Capra_hircus,CETARTIODACTYLA,BOVIDAE,Capra,hircus,Terrestrial,domestic,1557,796,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Capra_ibex,CETARTIODACTYLA,BOVIDAE,Capra,ibex,Terrestrial,wild,711,148,0,0,42397,"Linnaeus, 1758",NA,"Alpine Ibex, Ibex","Bouquetin Des Alpes, BOUQUETIN DES ALPES","êbice De Los Alpes, êBICE DE LOS ALPES",LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Capra_pyrenaica,CETARTIODACTYLA,BOVIDAE,Capra,pyrenaica,Terrestrial,wild,253,63,0,0,3798,"Schinz, 1838",NA,"Iberian Wild Goat, Pyrenean Ibex, Spanish Ibex","Bouquetin Des, Bouquetin Des Pyr_n_es","Cabra Montes, Cabra Montesa",LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Capreolus_capreolus,CETARTIODACTYLA,CERVIDAE,Capreolus,capreolus,Terrestrial,wild,3212,700,1,1,42395,"(Linnaeus, 1758)",NA,"European Roe Deer, Roe Deer, Western Roe Deer","Chevreuil, Chevreuil Europ_en, CHEVREUIL EUROP_EN","Corzo, CORZO",LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Capricornis_crispus,CETARTIODACTYLA,BOVIDAE,Capricornis,crispus,Terrestrial,wild,255,61,1,1,3811,"(Temminck, 1836)",NA,Japanese Serow,NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Caracal_caracal,CARNIVORA,FELIDAE,Caracal,caracal,Terrestrial,wild,104,11,1,0,3847,"(Schreber, 1776)",NA,"African Caracal, Asian Caracal, Caracal, Desert Lynx",Lynx Du D_sert,Lince Africano,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Carollia_brevicauda,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,brevicauda,Terrestrial,wild,51,6,0,1,3903,"(Schinz, 1821)",NA,Silky Short-tailed Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Carollia_perspicillata,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,perspicillata,Terrestrial,wild,306,61,0,0,3905,"(Linnaeus, 1758)",NA,Seba's Short-tailed Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Carollia_subrufa,CHIROPTERA,PHYLLOSTOMIDAE,Carollia,subrufa,Terrestrial,wild,29,6,0,1,3906,"(Hahn, 1905)",NA,Gray Short-tailed Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Castor_fiber,RODENTIA,CASTORIDAE,Castor,fiber,Terrestrial,wild,1397,85,1,1,4007,"Linnaeus, 1758",NA,Eurasian Beaver,Castor D'Eurasie,Castor Europeo,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Cavia_porcellus,RODENTIA,CAVIIDAE,Cavia,porcellus,Terrestrial,domestic,692,255,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Cebus_apella,PRIMATES,CEBIDAE,Cebus,apella,Terrestrial,wild,1035,136,1,0,39949,"(Linnaeus, 1758)",NA,"Black-capped Capuchin, Guianan/margarita Island Brown Capuchin, Margarita Island Capuchin",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cebus_capucinus,PRIMATES,CEBIDAE,Cebus,capucinus,Terrestrial,wild,360,41,0,0,40020,"(Linnaeus, 1758)",NA,"Gorgona White-fronted Capuchin, White-throated Capuchin",NA,"Cariblanco, Mono Capuchino, Mono Carablanca",LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cephalophus_callipygus,CETARTIODACTYLA,BOVIDAE,Cephalophus,callipygus,Terrestrial,wild,15,1,1,0,4138,"Peters, 1876",NA,"Peter's Duiker, Peters' Duiker",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cephalophus_dorsalis,CETARTIODACTYLA,BOVIDAE,Cephalophus,dorsalis,Terrestrial,wild,54,12,1,0,4139,"Gray, 1846",NA,Bay Duiker,"C_phalophe è Bande Dorsale Noire, C_phalophe Bai",Duiquero Bayo,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cephalophus_leucogaster,CETARTIODACTYLA,BOVIDAE,Cephalophus,leucogaster,Terrestrial,wild,9,1,1,0,4141,"Gray, 1873",NA,White-bellied Duiker,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cephalophus_nigrifrons,CETARTIODACTYLA,BOVIDAE,Cephalophus,nigrifrons,Terrestrial,wild,28,10,1,0,4146,"Gray, 1871",NA,Black-fronted Duiker,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cephalophus_weynsi,CETARTIODACTYLA,BOVIDAE,Cephalophus,weynsi,Terrestrial,wild,6,1,1,0,4152,"Thomas, 1901",NA,"Weyn's Duiker, Weyns' Duiker",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Ceratotherium_simum,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,simum,Terrestrial,wild,533,66,1,0,4185,"(Burchell, 1817)",NA,"Northern White Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros",Rhinoc_ros Blanc Du Nord,Rinoceronte Blanco Del Norte,NT,NA,3.1,2012,increasing,,,,,,,,,,,,,,
Cercocebus_agilis,PRIMATES,CERCOPITHECIDAE,Cercocebus,agilis,Terrestrial,wild,22,12,1,0,136615,"Milne-Edwards, 1886",NA,Agile Mangabey,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cercocebus_atys,PRIMATES,CERCOPITHECIDAE,Cercocebus,atys,Terrestrial,wild,119,28,1,1,4205,"(Audebert, 1797)",NA,"Red-capped Monkey, Sooty Mangabey, Sooty/white-naped Mangabey",NA,NA,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercocebus_chrysogaster,PRIMATES,CERCOPITHECIDAE,Cercocebus,chrysogaster,Terrestrial,wild,19,7,1,0,4207,"Lydekker, 1900",Cercocebus galeritus subspecies chrysogaster,Golden-bellied Mangabey,Cercocèbe è Ventre Dor_,Bisonte Europeo,DD,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercocebus_galeritus,PRIMATES,CERCOPITHECIDAE,Cercocebus,galeritus,Terrestrial,wild,97,14,1,0,4200,"Peters, 1879",Cercocebus galeritus subspecies galeritus,"Tana River Crested Mangabey, Tana River Mangabey","Mangabey è Crête, Mangabey De La Tana",Mangabey Crestado Ventriblanco,EN,C2a(ii),3.1,2008,decreasing,,,,,,,,,,,,,,
Cercocebus_torquatus,PRIMATES,CERCOPITHECIDAE,Cercocebus,torquatus,Terrestrial,wild,119,13,1,0,4201,"(Kerr, 1792)",Cercocebus torquatus subspecies torquatus,"Collared Mangabey, Red-capped Mangabey, Sooty Mangabey, White-collared Mangabey","Mangabey Couronn_, Mangabey Enfum_",Mangabey De Collar Blanco,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercopithecus_ascanius,PRIMATES,CERCOPITHECIDAE,Cercopithecus,ascanius,Terrestrial,wild,158,19,0,0,4212,"(Audebert, 1799)",NA,"Black-cheeked White-nosed Monkey, Red-tailed Guenon, Red-tailed Monkey, Redtail Monkey, Schmidt's Guenon",Ascagne,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_campbelli,PRIMATES,CERCOPITHECIDAE,Cercopithecus,campbelli,Terrestrial,wild,71,6,0,1,4213,"Waterhouse, 1838",NA,"Campbell's Guenon, Campbell's Monkey, Lowe's Monkey",Cercopithèque De Campbell,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_cephus,PRIMATES,CERCOPITHECIDAE,Cercopithecus,cephus,Terrestrial,wild,52,9,0,0,4214,"(Linnaeus, 1758)",NA,"Moustached Guenon, Moustached Monkey",Moustac Bleu,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_diana,PRIMATES,CERCOPITHECIDAE,Cercopithecus,diana,Terrestrial,wild,115,10,1,0,4215,"(Linnaeus, 1758)",NA,"Diana Guenon, Diana Monkey, Diana/roloway Monkey, Roloway Monkey",Cercopithèque Diane,Diana,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercopithecus_erythrotis,PRIMATES,CERCOPITHECIDAE,Cercopithecus,erythrotis,Terrestrial,wild,16,1,1,0,4218,"Waterhouse, 1838",NA,"Red-eared Guenon, Red-eared Monkey, Russet-eared Guenon",Moustac è Oreilles Rouges,Mono De Orejas Rojas,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercopithecus_lhoesti,PRIMATES,CERCOPITHECIDAE,Cercopithecus,lhoesti,Terrestrial,wild,26,2,1,0,4220,"P. Sclater, 1899",NA,"L'Hoest's Guenon, Lhoests Monkey, L'Hoest's Monkey, Mountain Monkey",Cercopithèque De L'Hoest,NA,VU,A4cd,3.1,2011,decreasing,,,,,,,,,,,,,,
Cercopithecus_mitis,PRIMATES,CERCOPITHECIDAE,Cercopithecus,mitis,Terrestrial,wild,267,24,1,1,4221,"Wolf, 1822",Cercopithecus albogularis,"Blue Monkey, Diademed Monkey, Golden Monkey, Samango, Sykes' Monkey",Cercopithèque è Diadème,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercopithecus_mona,PRIMATES,CERCOPITHECIDAE,Cercopithecus,mona,Terrestrial,wild,84,26,0,1,4222,"(Schreber, 1775)",NA,"Mona Guenon, Mona Monkey",Cercopithèque Mone,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_neglectus,PRIMATES,CERCOPITHECIDAE,Cercopithecus,neglectus,Terrestrial,wild,84,21,1,0,4223,"Schlegel, 1876",NA,"De Brazza's Monkey, De Brazzas Monkey",Cercopithèque De Brazza,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_nictitans,PRIMATES,CERCOPITHECIDAE,Cercopithecus,nictitans,Terrestrial,wild,87,15,0,0,4224,"(Linnaeus, 1766)",NA,"Greater Spot-nosed Guenon, Greater White-nosed Monkey, Putty-nosed Monkey, Spot-nosed Guenon, White-nosed Guenon",Hocheur,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cercopithecus_petaurista,PRIMATES,CERCOPITHECIDAE,Cercopithecus,petaurista,Terrestrial,wild,34,3,0,1,4225,"(Schreber, 1774)",NA,"Lesser Spot-nosed Guenon, Lesser Spot-nosed Monkey, Lesser White-nosed Guenon, Lesser White-nosed Monkey",Hocheur Du Ghana,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_pogonias,PRIMATES,CERCOPITHECIDAE,Cercopithecus,pogonias,Terrestrial,wild,43,3,1,0,4226,"Bennett, 1833",NA,"Crowned Guenon, Crowned Monkey, Golden-bellied Guenon, Golden-bellied Monkey, Wolf's Monkey","Guenon Couronn_, Mone",Mono Coronado,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cercopithecus_solatus,PRIMATES,CERCOPITHECIDAE,Cercopithecus,solatus,Terrestrial,wild,19,1,1,0,4230,"Harrison, 1988",NA,"Sun-tailed Guenon, Sun-tailed Monkey",Cercopithèque è Queue De Soleil,Mono Del Gab_n,VU,B1ab(v),3.1,2008,unknown,,,,,,,,,,,,,,
Cerdocyon_thous,CARNIVORA,CANIDAE,Cerdocyon,thous,Terrestrial,wild,208,82,0,1,4248,"(Linnaeus, 1766)",NA,"Common Fox, Common Zorro, Crab-eating Fox, Crab-eating Zorro, Forest Fox, Savannah Fox","Chien Des Bois, Renard Crabier","Lobo, Perro De Monte, Perro Sabanero, Perro-zorro, Zorra Baya, Zorro, Zorro Cangrejero, Zorro Carbonero, Zorro Com_n, Zorro De Monte, Zorro-lobo, Zorro Patas Negras, Zorro-perro, Zorro Perruno, Zorro Sabanero",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cervus_elaphus,CETARTIODACTYLA,CERVIDAE,Cervus,elaphus,Terrestrial,domestic,5311,958,1,1,41785,"Linnaeus, 1758",NA,"Bactrian Deer, Bactrian Red Deer, Bactrian Wapiti, Bokharan Deer, Bukhara Red Deer, Elk, Red Deer, Wapiti","Cerf De Bactriane, Cerf Du Turkestan, Cerf _laphe, Cerf _laphe Du Turkestan, Cerf Rouge Du Turkestan","Ciervo, Ciervo Bactriano, Ciervo Rojo",LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Cervus_nippon,CETARTIODACTYLA,CERVIDAE,Cervus,nippon,Terrestrial,domestic,1229,201,1,1,41788,"Temminck, 1838",NA,"Shansi Sika, Sika, Sika Deer",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Cervus_timorensis,CETARTIODACTYLA,CERVIDAE,Cervus,timorensis,Terrestrial,wild,86,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Chaetodipus_hispidus,RODENTIA,HETEROMYIDAE,Chaetodipus,hispidus,Terrestrial,wild,34,7,0,0,4333,"(Baird, 1858)",NA,Hispid Pocket Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Chaetodipus_spinatus,RODENTIA,HETEROMYIDAE,Chaetodipus,spinatus,Terrestrial,wild,9,3,0,0,4338,"(Merriam, 1889)",NA,Spiny Pocket Mouse,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Chaetophractus_vellerosus,CINGULATA,DASYPODIDAE,Chaetophractus,vellerosus,Terrestrial,wild,48,9,1,1,4368,"(Gray, 1865)",NA,Screaming Hairy Armadillo,NA,Piche Llor_n,LC,NA,3.1,2010,stable,,,,,,,,,,,,,,
Chionomys_roberti,RODENTIA,CRICETIDAE,Chionomys,roberti,Terrestrial,wild,11,2,0,0,4660,"(Thomas, 1906)",Chionomys personatus  |Chionomys personatus  |Microtus pshavus  |Microtus pshavus  |Microtus roberti subspecies circassicus|Microtus roberti subspecies circassicus|Microtus roberti subspecies occidentalis|Microtus roberti subspecies occidentalis|Microtus roberti subspecies turovi|Microtus roberti subspecies turovi,"Robert's Snow Vole, Roberts Snow Vole",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Chironectes_minimus,DIDELPHIMORPHIA,DIDELPHIDAE,Chironectes,minimus,Terrestrial,wild,54,3,0,0,4671,"(Zimmermann, 1780)",NA,"Water Opossum, Yapok",Yapock,"Cuica De Agua, Perrito De Agua, Raposa De Agua, Yap_",LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Chlorocebus_aethiops,PRIMATES,CERCOPITHECIDAE,Chlorocebus,aethiops,Terrestrial,wild,54,17,0,1,4233,"(Linnaeus, 1758)",Cercopithecus aethiops,"Green Monkey, Grivet Monkey, Malbrouk Monkey, Tantalus, Vervet Monkey",Grivet D'Ethiopie,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Chlorocebus_pygerythrus,PRIMATES,CERCOPITHECIDAE,Chlorocebus,pygerythrus,Terrestrial,wild,11,3,0,1,136271,"(F. Cuvier, 1821)",Cercopithecus pygerythrus,Vervet,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Chlorocebus_sabaeus,PRIMATES,CERCOPITHECIDAE,Chlorocebus,sabaeus,Terrestrial,wild,12,7,0,1,136265,"Linnaeus, 1766",Cercopithecus sabaeus,Green Monkey,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Choeropsis_liberiensis,CETARTIODACTYLA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,Terrestrial,wild,105,13,1,0,10032,"(Morton, 1849)",Hexaprotodon liberiensis,Pygmy Hippopotamus,"Hippopotame Nain, Hippopotame Pygm_e","Hipop_tamo Enano, Hipop_tamo Pigmeo",EN,C1,3.1,2008,decreasing,,,,,,,,,,,,,,
Choloepus_didactylus,PILOSA,MEGALONYCHIDAE,Choloepus,didactylus,Terrestrial,wild,91,25,0,0,4777,"(Linnaeus, 1758)",NA,"Linn_'s Two-toed Sloth, Southern Two-toed Sloth",NA,"Perezoso de Dos Dedos, Perico Ligero",LC,NA,3.1,2011,unknown,,,,,,,,,,,,,,
Choloepus_hoffmanni,PILOSA,MEGALONYCHIDAE,Choloepus,hoffmanni,Terrestrial,wild,112,33,0,0,4778,"W. Peters, 1858",NA,Hoffmann's Two-toed Sloth,Unau D'Hoffmann,"Perezoso, Perico Ligero, Unau",LC,NA,3.1,2011,unknown,,,,,,,,,,,,,,
Chrotopterus_auritus,CHIROPTERA,PHYLLOSTOMIDAE,Chrotopterus,auritus,Terrestrial,wild,49,4,0,1,4811,"(Peters, 1856)",NA,"Big-eared Wooly Bat, Woolly False Vampire Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Chrysocyon_brachyurus,CARNIVORA,CANIDAE,Chrysocyon,brachyurus,Terrestrial,wild,226,77,1,1,4819,"(Illiger, 1815)",NA,Maned Wolf,Loup è Crinière,"Aguara Guazu, Borochi, Lobo De Crin",NT,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Coendou_prehensilis,RODENTIA,ERETHIZONTIDAE,Coendou,prehensilis,Terrestrial,wild,42,22,0,0,5085,"(Linnaeus, 1758)",NA,Brazilian Porcupine,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Coendou_rothschildi,RODENTIA,ERETHIZONTIDAE,Coendou,rothschildi,Terrestrial,wild,10,5,0,0,5086,"Thomas, 1902",NA,"Rothchild's Porcupine, Rothschild's Porcupine",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Colobus_guereza,PRIMATES,CERCOPITHECIDAE,Colobus,guereza,Terrestrial,wild,226,45,0,1,5143,"R_ppell, 1835",NA,"Eastern Black-and-white Colobus, Guereza, Magistrate Colobus","Colobe è _paules Blanches, Colobe De L'Abyssinie, Colobe Gu_r_za",Colobo Rojo Guereza,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Colobus_polykomos,PRIMATES,CERCOPITHECIDAE,Colobus,polykomos,Terrestrial,wild,120,15,1,0,5144,"(Zimmermann, 1780)",NA,"King Colobus, Ursine Black-and-white Colobus, Western Black-and-white Colobus, Western Pied Colobus","Colobe è Camail, Colobe è Longs Poils, Colobe Blanc Et Noir D'Afrique Occidentale, Colobe Magistrat",Colobo Blanco Y Negro De Africa Occidental,VU,A2cd,3.1,2008,unknown,,,,,,,,,,,,,,
Connochaetes_gnou,CETARTIODACTYLA,BOVIDAE,Connochaetes,gnou,Terrestrial,wild,73,14,0,0,5228,"(Zimmermann, 1780)",NA,"Black Wildebeest, White-tailed Gnu",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Connochaetes_taurinus,CETARTIODACTYLA,BOVIDAE,Connochaetes,taurinus,Terrestrial,wild,410,81,1,0,5229,"(Burchell, 1823)",NA,"Blue & White-bearded Wildebeest, Blue Wildebeest, Common Wildebeest",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Corynorhinus_townsendii,CHIROPTERA,VESPERTILIONIDAE,Corynorhinus,townsendii,Terrestrial,wild,73,4,1,1,17598,"Cooper, 1837",Plecotus townsendii,Townsend's Big-eared Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cricetomys_emini,RODENTIA,NESOMYIDAE,Cricetomys,emini,Terrestrial,wild,25,5,0,0,5521,"Wroughton, 1910",Cricetomys kivuensis,"Forest Giant Pouched Rat, Giant Rat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cricetomys_gambianus,RODENTIA,NESOMYIDAE,Cricetomys,gambianus,Terrestrial,domestic,224,71,1,1,5522,"Waterhouse, 1840",Cricetomys ansorgei,"Gambian Rat, Northern Giant Pouched Rat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cricetus_cricetus,RODENTIA,CRICETIDAE,Cricetus,cricetus,Terrestrial,wild,597,84,1,1,5529,"(Linnaeus, 1758)",NA,"Black-bellied Hamster, Common Hamster",Grand Hamster,H_mster Com_n,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Crocidura_leucodon,EULIPOTYPHLA,SORICIDAE,Crocidura,leucodon,Terrestrial,wild,242,39,0,1,29651,"(Hermann, 1780)",NA,"Bicolored Shrew, Bicoloured White-toothed Shrew",Crocidure Leucode,Musara_a Bicolor,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Crocidura_russula,EULIPOTYPHLA,SORICIDAE,Crocidura,russula,Terrestrial,wild,485,88,0,1,29652,"(Hermann, 1780)",Crocidura osorio  |Crocidura osorio  |Crocidura osorio,"Greater White-toothed Shrew, White-toothed Shrew","Crocidure Commune, Crocidure Musette",Musara_a Gris,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Crocuta_crocuta,CARNIVORA,HYAENIDAE,Crocuta,crocuta,Terrestrial,wild,803,64,1,0,5674,"(Erxleben, 1777)",NA,Spotted Hyaena,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cuniculus_paca,RODENTIA,CUNICULIDAE,Cuniculus,paca,Terrestrial,wild,79,21,1,0,699,"(Linnaeus, 1766)",Agouti paca,Spotted Paca,Agouti,"Paca, Tepezquintle",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cynictis_penicillata,CARNIVORA,HERPESTIDAE,Cynictis,penicillata,Terrestrial,wild,77,22,0,0,41597,"(G.[Baron] Cuvier, 1829)",NA,Yellow Mongoose,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Cynomops_abrasus,CHIROPTERA,MOLOSSIDAE,Cynomops,abrasus,Terrestrial,wild,6,1,1,0,13637,"(Temminck, 1827)",Molossops abrasus,Cinnamon Dog-faced Bat,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
